기업명,관리종목여부,년도,유동자산,현금및현금성자산,재고자산,매출채권,기타유동자산,비유동자산,유형자산,무형자산,투자부동산,기타비유동자산,자산총계,유동부채,매입채무,기타유동부채,비유동부채,부채총계,자본금,이익잉여금,기타자본구성요소,자본총계,부채와자본총계,매출액,매출원가,매출총이익(손실),판매비와관리비,영업이익(손실),금융수익,금융비용,법인세차감전순이익(손실),법인세비용,당기순이익(손실),총포괄손익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,현금및현금성자산의순증가,기초현금및현금성자산,기말현금및현금성자산
케이씨씨,N,2015,1644438998649,313071833409,446985370342,712743446820,,6746639322941,2406502994816,12629395603,443022217488,,8391078321590,1334959069668,204104860813,,1340138635120,2675097704788,,4135914498554,,5715980616802,8391078321590,3067640038239,2316252063382,751387974857,494583718257,256804256600,177175136481,-200832750674,214529571318,57512435336,157017135982,-305848641036,227094905519,-850858206309,470341647341,-153421653449,462183781965,313071833409
케이씨씨,N,2016,1890609797572,507290803343,427419517416,759541679018,,6970795839063,2443591079338,11812135718,500282316587,,8861405636635,1624400028228,228822927417,,1428327570087,3052727598315,,4195084981457,,5808678038320,8861405636635,3152300110386,2358197294181,794102816205,518330131852,275772684353,85081424559,-97966888047,192203490394,59898354391,132305136003,181198453518,384355124280,-404017172744,202169387152,182507338688,313071833409,507290803343
케이씨씨,N,2017,1994907301609,347248235337,434539138843,824821143912,,7212428427887,2624279314566,11282067690,501544353060,,9207335729496,2524004899277,554920440789,,973991821340,3497996720617,,5249833436649,,5709339008879,9207335729496,3426493950897,2640466753771,786027197126,509774704851,276252492275,287747401990,430534089693,8623361239,35653022637,-27029661398,-8547531368,382837517750,-672969611307,142114470795,-148017622762,507290803343,347248235337
케이씨씨,N,2018,2282402035812,247934920692,491879691787,679272008300,,6377177031563,2589150889788,11837943821,502981962330,,8659579067375,1362943252726,231692860867,,1702084666936,3065027919662,,5135045575483,,5594551147713,8659579067375,3347335867897,2613941983816,733393884081,504770128878,228623755203,315670471089,561816359945,-11188109201,10741517762,-21929626963,-26156615388,496759973440,-65506105336,-526379637189,-95125769085,347248235337,247934920692
케이씨씨,N,2019,1667702813662,123098635789,374852057945,485611370682,,6400077915414,2118118040682,7776600943,490855429097,,9199571692104,2850327454058,174902430862,,1647142175954,4760353043694,,4926287191625,,4439218648410,9199571692104,2396603742545,1835602312989,561001429556,421520061501,139481368055,182027451879,192837212031,-90803543554,29567235359,-119231068253,-120257351858,252627367059,-700426668954,575180400116,127381098221,247934920692,123098635789
OCI,N,2015,1264217114000,200733091000,297326368000,559324428000,,3965576668000,2438586516000,13496530000,39944910000,,5229793782000,755351223000,290550321000,,1648566286000,2403917509000,,1873971193000,,2825876273000,5229793782000,2174598430000,2101964858000,72633572000,156802559000,-84168987000,121958420000,-151495634000,,-63605561000,-191074697000,-202515274000,15729573000,-217948717000,93898062000,-108321082000,309054173000,200733091000
OCI,N,2016,1302893841000,135552225000,214896775000,761037840000,,3856205624000,2094667475000,9889813000,41081487000,,5159099465000,1038940845000,266568475000,,948980510000,1987921355000,,2222815199000,,3171178110000,5159099465000,2245311185000,1995218164000,250093021000,129779450000,120313571000,209295291000,-151029468000,,-108248352000,347625441000,345301837000,271789819000,-19713536000,-317257149000,-65180866000,200733091000,135552225000
OCI,N,2017,1427326118000,565127238000,213852770000,489182225000,,3840988671000,1952457661000,12152129000,39549450000,,5268314789000,988759846000,354947802000,,952621085000,1941380931000,,2376968198000,,,5268314789000,2494394059000,2089574855000,404819204000,145646054000,259173150000,123514966000,161774214000,226684817000,57788623000,168896194000,165295496000,529011862000,-27160497000,-71710552000,429575013000,135552225000,565127238000
OCI,N,2018,1329564971000,338973986000,367041989000,356475202000,,3428254301000,1818522705000,14235737000,37145436000,,4757819272000,773866893000,286754416000,,638526663000,1412393556000,,2395539420000,,,4757819272000,2276329802000,2007379180000,268950622000,140845799000,128104823000,75903140000,101680545000,81224627000,10500387000,70724240000,64998131000,575576789000,-323272367000,-478457674000,-226153252000,565127238000,338973986000
OCI,N,2019,1020694352000,149600485000,298744193000,307440108000,,2775983364000,913375358000,15455057000,30110686000,,3796677716000,645108280000,246663506000,,553714224000,1198822504000,,1647968916000,,,3796677716000,1766574982000,1772102900000,-5527918000,136849411000,-142377329000,68583441000,85999686000,-933997146000,-216402272000,-717594874000,-727298538000,2708741000,-132768933000,-59313309000,-189373501000,338973986000,149600485000
SKC,N,2015,388683933993,1771444825,138948018087,205187383577,,2246580869271,1251888535716,19403757523,107653240906,,2635264803264,403784445642,72273748722,,726398757100,1130183202742,,1167546550834,,1505081600522,2635264803264,1616227686728,1239873115012,376354571716,174095677484,202258894232,37313307910,-13840726073,366024308972,115543978498,250480330474,242396062823,173071648453,-142366548966,-32469067298,-1763967811,3551690862,1771444825
SKC,N,2016,387493931244,21452392597,124750313281,201738268604,,2307903063701,1231118607207,22804609174,117494546262,,2695396994945,393134923551,102550497642,,759653118241,1152788041792,,1229403059172,,1542608953153,2695396994945,1380829845672,1112046825140,268783020532,170970756220,97812264312,18867340197,-31083620800,121261493738,33523033791,87738459947,89490257615,162776068807,-73685003397,-69407414135,4788265,1771444825,21452392597
SKC,N,2017,317931809931,15528318689,129232073928,144299932515,,2372994659734,1205297464994,27780412875,114515816231,,2690926469665,490555050599,106705933764,,661615767161,1152170817760,,1245985956095,,1538755651905,2690926469665,1403473050602,1126493164233,276979886369,137731278809,139248607560,12666985824,37024522042,80648410573,42729964722,37918445851,41733562103,204710313726,-167282446427,-43347122540,30143047573,21452392597,15528318689
SKC,N,2018,333397555830,21196661377,153877626005,133628632824,,2430805530912,1188009893899,39287457025,121856408769,,2764203086742,394821633876,95069945368,,820875578821,1215697212697,,1262870692983,,1548505874045,2764203086742,1415180088609,1151370397121,263809691488,138619037098,125190654390,7592188018,-25899650025,73731095441,25235301635,48495793806,41149842412,177488326317,-137175660373,-34648242270,,15528318689,21196661377
SKC,N,2019,378434828712,8784966114,148290116312,142700328732,,2455086634536,1230418561728,54128246410,101914243070,,2833521463248,521935637654,127199697573,,780635261634,1302570899288,,1245084033489,,1530950563960,2833521463248,1229900589756,1046398185191,183502404565,141516576694,41985827871,12959230535,-27305671309,18561447726,4545182357,14016265369,17642346070,56227105579,-135462783802,66813874805,,21196661377,8784966114
SPC삼립,N,2015,117472362543,4670726639,8555714821,100683008663,,266254686143,159889582138,3260059223,43585964526,,383727048686,168855784040,106172310646,,16274259256,185130043296,,144254829068,,198597005390,383727048686,985824837156,749470183139,24744943806,0,24744943806,227063606,1882367007,22662493780,6668926774,15993567006,14088777496,31394897786,-17989360740,-15298926190,-1893389144,6564179281,4670726639
SPC삼립,N,2016,133575051820,2659431379,9283771256,110860588370,,286669542003,169010772775,2734558425,41650578153,,420244593823,187262644090,116781062494,,22497921750,209760565840,,160536275250,,210484027983,420244593823,1053614470042,789415111528,29084128383,0,29084128383,155743390,1484724359,28190413232,6072572827,22117840405,21180730393,27275536529,-43299229720,14000693200,-2022999991,4670726639,2659431379
SPC삼립,N,2017,144938843286,3155342961,10679075131,112984020728,,304137413424,158199173072,2178962711,60235549551,,449076256710,215731467995,112587662312,,42000000000,257731467995,,186115802841,,191344788715,449076256710,1010118733307,743637641478,28676739397,0,28676739397,10285612127,2518458987,36870527575,6090905286,30779622289,30943541728,45834799029,-49014978178,3717219004,537039855,2659431379,3155342961
SPC삼립,N,2018,179416146719,4088760406,57187220914,114714047791,,414744710322,309924041254,12185719538,34594920535,,594160857041,277212139673,120637410956,,24598145227,301810284900,,273986068085,,292350572141,594160857041,1016326511372,770962863999,41718024387,0,41718024387,307460538,3653300326,35707707297,7322217620,28385489677,28775490503,64853689608,-35854262492,-28195727782,803699334,3155342961,4088760406
SPC삼립,N,2019,219126650579,6684586482,62738671283,125560121431,,735635233237,653224805906,11563224974,29884361703,,954761883816,297978432666,142430561820,,340568825323,638547257989,,297850046766,,316214625827,954761883816,1186835434813,903963405273,47889158619,0,47889158619,1009220311,6409287551,38099462532,5532115092,32567347440,29228285818,73669452886,-67004641278,-4040929836,2623881772,4088760406,6684586482
현대로템,N,2015,3225796289000,212719566000,204292141000,571175398000,,1369936609000,1007653421000,158366318000,12699083000,,4595732898000,1812277093000,432581885000,,1442117233000,3254394326000,,507948638000,,1341338572000,4595732898000,3073342590000,3113361392000,-40018802000,170614143000,-210632945000,10312349000,78569804000,-302006092000,6283188000,-308289280000,-302599104000,-634260199000,-23380653000,765916112000,108275260000,105283172000,212719566000
현대로템,N,2016,2702970685000,539330531000,131918096000,427042333000,,1301385403000,912192999000,143784559000,11736610000,,4004356088000,1469640864000,350068301000,,1173626305000,2643267169000,,527698985000,,1361088919000,4004356088000,2699533325000,2441434948000,258098377000,171835190000,86263187000,29387237000,79495694000,5098382000,-5265882000,10364264000,19750347000,620295408000,60457497000,-352304485000,328448420000,212719566000,539330531000
현대로템,N,2017,2487086481000,415799787000,143030740000,490232339000,,1218963585000,869017654000,139249206000,11736610000,,3706050066000,1220699132000,317201239000,,1163514436000,2384213568000,,488446564000,,1321836498000,3706050066000,2341015709000,2193036165000,147979544000,124781593000,23197951000,28702344000,57509517000,-39450308000,-905348000,-40355656000,-39252421000,196995067000,31255105000,-351199443000,-122949271000,539330531000,415799787000
현대로템,N,2018,2551587031000,346913223000,196405249000,425615620000,,1189861934000,863612324000,117533169000,11736610000,,3741448965000,1634297352000,330784096000,,1059723433000,2694020785000,,216917811000,,1047428180000,3741448965000,2147585128000,2174136691000,-26551563000,197430883000,-223982446000,15869234000,45403580000,-282737992000,-8674445000,-274063547000,-271085233000,-72759593000,-32968790000,37100596000,-68627787000,415799787000,346913223000
현대로템,N,2019,2574250231000,348215240000,249573531000,373018361000,,1185774025000,849737943000,92663360000,11736610000,,3760024256000,2181200938000,320274551000,,822390526000,3003591464000,,-224529008000,,756432792000,3760024256000,2229836157000,2339246095000,-109409938000,252972605000,-362382543000,19555114000,47736223000,-417205035000,7671386000,-424876421000,-441318198000,-244467031000,-15585202000,262396636000,2344403000,346913223000,348215240000
풍산,N,2015,922747386032,13547280543,488327833491,403043914937,,1409043865776,973047585854,15613974029,114820714294,,2331791251808,671737387248,64903325139,,472981833376,1144719220624,,552264435986,,1187072031184,2331791251808,2040816531893,1842976891969,197839639924,83908444809,113931195115,5926211886,36181722715,102149184604,23936707076,78212477528,78868176438,313954975715,-119983861058,-185941051759,8030062898,5517217645,13547280543
풍산,N,2016,963349696963,7100072071,482978190060,446397317397,,1380030883974,984316222023,14625110238,113203529412,,2343380580937,667514593560,79907342949,,441057810138,1108572403698,,587153987499,,1234808177239,2343380580937,2034463841111,1761474022055,272989819056,103439346217,169550472839,6276668036,29640506821,175375434713,37668860868,137706573845,155342811478,180442744507,-110334693167,-76555259812,-6447208472,13547280543,7100072071
풍산,N,2017,1054004680687,5297984880,575390342726,448685937179,,1395947993390,980338446170,20915565045,111586344530,,2449952674077,776541981736,134265997720,,366354452958,1142896434694,,682864933695,,1307056239383,2449952674077,2257262819435,1946941946870,310320872565,122704816225,187616056340,3689604429,23923290883,199456607540,50922476401,148534131139,91856861844,106086746968,-70971355782,-36917478377,-1802087191,7100072071,5297984880
풍산,N,2018,1000648304817,6287743027,597028027974,372963718619,,1393020907332,973351770963,18126926764,109969159648,,2393669212149,638435788590,84575532864,,378009398518,1016445187108,,742699775165,,1377224025041,2393669212149,2162546325347,1945446041022,217100284325,110431199947,106669084378,176159800,24397786783,86816949406,24825415878,61991533528,96184379116,77620686541,-67866818829,-8764109565,989758147,5297984880,6287743027
풍산,N,2019,880089060690,15084040188,526902858053,311471058364,,1397189381509,955362813789,15516734982,108351974766,,2277278442199,572822178724,44496671545,,325189931057,898012109781,,730064834204,,1379266332418,2277278442199,1880761562365,1730798553560,149963008805,101282220899,48680787906,158039657,27364477909,24690376649,9579096887,15111279762,18849849977,179681873880,-50323104694,-120562472025,8796297161,6287743027,15084040188
롯데칠성음료,N,2015,852723626944,169804237540,217639773005,232678743606,,3390906060542,1796138129331,259736268743,173312308139,,4243629687486,747825482865,326621984965,,1137804599285,1885630082150,,1917836735503,,2357999605336,4243629687486,2194880945600,1256052086493,938828859107,791787252453,147041606654,21156981520,32078243958,123587327662,37092999798,86494327864,75239348127,271802311515,-306798369984,151079875004,116083816535,53720600988,169804237540
롯데칠성음료,N,2016,957369618998,292607583861,223065827712,245668386066,,3510729571993,2049928860935,241767126395,169873788917,,4468099190991,1111872752340,334680049027,,1042920382210,2154793134550,,1913464435153,,2313306056441,4468099190991,2264211827913,1279754534230,984457293683,838275294167,146181999516,15904665634,30178718155,49242057704,39852615827,9389441877,-31525634483,174974572744,-318981230090,266809340174,1704311074,169804237540,292607583861
롯데칠성음료,N,2017,751027286079,152349410818,238419513957,267226277736,,2680698554752,2234933775746,100415207650,152824194163,,3431725840831,863847990085,424280461676,,1288766189163,2152614179248,,2057354184669,,1279111661583,3431725840831,2279282728426,1341529912392,937752816034,863186329185,74566486849,23662255809,56745291018,171794947654,20215823473,151579124181,-192545623886,131658653561,-144717353675,-126710607493,,292607583861,152349410818
롯데칠성음료,N,2018,670444609604,96893804295,248249502017,262695488714,,2531312757367,2107070968170,75824018942,146716726693,,3201757366971,646366687149,327593845837,,1363430766993,2009797454142,,1987379242047,,1191959912829,3201757366971,2323272489082,1400995543029,922276946053,831879237471,87559706786,3341919507,42790839266,-73584298622,-19016197879,-54568100743,-60054904504,81491519151,-139289407956,2342282282,,152349410818,96893804295
롯데칠성음료,N,2019,770941930031,197757291029,263998338330,253012237559,,2413636672855,1952561406298,56128451015,136766982165,,3184578602886,906480613729,265135860964,,1069021219417,1975501833146,,1842669837285,,1209076769740,3184578602886,2343169357722,1382297099988,960872257734,847463184414,108950078838,3189248755,36534888073,-104597316826,7696381018,-112293697844,-105324645414,137808169600,-161608197637,124663759168,100863731131,96893804295,197757291029
KG동부제철,N,2015,471509801918,4185237369,156305628193,301984352964,,2004249422933,1017056042370,3961037004,,,2475759224851,648013569232,407953324224,,1800200230516,2448213799748,,-467444682677,,27545425103,2475759224851,1604043536903,1418095974806,185947562097,109903563485,76043998612,103332660124,200393485589,-24628631875,792758319,-25421390194,-27904492695,-20325846678,228693081578,-214266476699,-5899241799,10084479168,4185237369
KG동부제철,N,2016,509563998711,51444678688,151451009220,292182993012,,1901068934974,942553722499,3679041112,,,2410632933685,614468352053,424170899240,,1659210559102,2273678911155,,-555791348279,,136954022530,2410632933685,1542880719243,1342318521252,200562197991,106490835018,94071362973,32350916960,207633201582,-88429236512,381648228,-88810884740,-90006293583,257643652218,-3386723752,-206997487147,47259441319,4185237369,51444678688
KG동부제철,N,2017,528046983085,67125895705,169047425967,273356239700,,1795835299997,873641392952,3774736456,,,2323882283082,2030403525354,453280368894,,135869088792,2166272614146,,-707177088863,,157609668936,2323882283082,1733421115227,1632545546667,100875568560,132879035365,-32003466805,54515529404,148657182447,-147399527084,983665279,-148383192363,-151464259644,134320775216,-3183103540,-115456454659,15681217017,51444678688,67125895705
KG동부제철,N,2018,540817852611,32476801250,183849186257,274401980758,,1567804176352,786799192495,3974191830,,,2108622028963,633095766681,477862113161,,1460323466411,2093419233092,,-877119431938,,15202795871,2108622028963,1750903867403,1682033190575,68870676828,73829798597,-4959121769,157246217535,151107705544,-63208899624,854356160,-64063255784,-66739296980,-5818807481,-9965788784,-18864498190,-34649094455,67125895705,32476801250
KG동부제철,N,2019,462526269217,16177887425,169812719304,242912362586,,1583385098870,752092134310,2718556519,,,2045911368087,345989090720,175729453827,,797875675246,1143864765966,,-908619340576,,902046602121,2045911368087,1688470941497,1593631131770,94839809727,74376531102,20463278625,77174203488,126394903496,-30657496159,203863820,-30861359979,-31499908638,-163380632541,-60322068116,207403786832,-16298913825,32476801250,16177887425
영원무역,N,2015,453311847583,227402256737,31781596438,161431771983,,904772556638,183642137486,2415344997,49389515467,,1358084404221,301590237593,251673498629,,250668759665,552258997258,,290514916467,,805825406963,1358084404221,1134904534962,973978578110,160925956852,78178069610,82747887242,3227769692,5529253693,74476257855,19076163843,55400094012,95328222433,125117100690,-119016084162,116427745591,122528762119,102142761453,227402256737
영원무역,N,2016,426831886559,196619459120,18138068883,167613439177,,991678422271,189607463457,2149120653,48657778929,,1418510308830,391181872765,284609304682,,186401150765,577583023530,,347264529104,,840927285300,1418510308830,1212014123657,1038957000196,173057123461,76824344848,96232778613,4069466805,5812311961,88531461369,22919612932,65611848437,56959544587,111307193537,-114024873069,-32511906264,-35229585796,227402256737,196619459120
영원무역,N,2017,373424257668,174363233701,21367843710,142300000756,,1040259825068,162339863908,2037223497,94258520248,,1413684082736,346526039029,268706124783,,159846132941,506372171970,,382287668975,,907311910766,1413684082736,1237998080878,1064912143470,173085937408,78329508751,94756428657,4513915289,5412001639,71221394917,25207573796,46013821121,80313924566,96095010599,-29044404312,-84174455571,-22256225419,196619459120,174363233701
영원무역,N,2018,361061003634,159181998034,32381566210,125568415057,,1281545883049,169599342886,1773431940,93156450085,,1642606886683,334330078025,256295021839,,192158892856,526488970881,,410940688131,,1116117915802,1642606886683,1162756094257,991236129388,171519964869,76308348608,95211616261,14391420449,4893653667,76510955901,34698118445,41812837456,221965823336,73539710724,-40801845048,-48217294667,-15181235667,174363233701,159181998034
영원무역,N,2019,448333422946,199618174687,26923218028,155638536840,,1390806883536,102273174998,1452767782,164400790409,,1839140306482,379588105886,241437794932,,170874047609,550462153495,,462389476494,,1288678152987,1839140306482,1358278805334,1171612631049,186666174285,67514502603,119151671682,7644816407,5006678758,99713160452,32911250739,66801909713,187913358535,59837965027,16476091537,-33458103508,40436176653,159181998034,199618174687
금호타이어,N,2015,1051091841778,80531659991,192469175271,652647171976,,2271500140920,1211448841811,12732966967,4798338300,,3322591982698,1336453919737,187618026908,,620606298330,1957060218067,,368354359179,,1365531764631,3322591982698,2396367412676,2011086003566,385281409110,346152782317,39128626793,19706391089,59851400370,-52876690404,6589711416,-46286978988,-49338043917,62922085410,-16806583907,-38783671720,7331829783,69627251462,80531659991
금호타이어,N,2016,1056452071334,72789426831,170286294016,668732409005,,2323174016551,1198411206983,7417286753,4763610991,,3379626087885,1355127964126,207268831852,,640811577893,1995939542019,,386603547651,,1383686545866,3379626087885,2353871598359,1905206025092,448665573267,354661374149,94004199118,16156049464,58414598413,31337271681,-18263551077,13073720604,18154781235,258322864204,-235540244626,-29336200174,-6553580596,80531659991,72789426831
금호타이어,N,2017,1090016020502,103509008443,179005270027,632788333897,,2126695258534,1178850534355,4563340460,4728883682,,3216711279036,1566615860196,220480057663,,508176088766,2074791948962,,144836331859,,1141919330074,3216711279036,2177799854774,1971386243997,206413610777,349427899465,-143014288688,22659498848,-73007056361,-276722542858,31431526936,-245291015922,-241767215792,-7264341671,8065369068,32334417239,33135444636,72789426831,103509008443
금호타이어,N,2018,988285145097,179358540542,168056117270,418938790120,,1976139565200,1110400190798,3482384902,4694156372,,2977573413297,638605480340,187512032224,,1140849976784,1779455457124,,-442099029439,,1198117956173,2977573413297,1881271577121,1672180199129,209091377992,241966642482,-32875264490,71381848928,-214835105003,-610872261631,-4500819664,-606371441967,-586101871297,120353966292,-416500326796,371100264333,74953903829,103509008443,179358540542
금호타이어,N,2019,740429779470,66312069870,163717365363,431980101946,,2134329361251,1050423593923,2530806449,17562629224,,2874759140721,556696319252,163172290237,,1150064313795,1706760633047,,-472218477938,,1167998507674,2874759140721,1820850829672,1470980589477,349870240195,270188772518,79681467677,8699727276,-44529810215,-8700167154,4863469930,-13563637084,-28878189294,99881977148,-151526227991,-61763611878,-113407862721,179358540542,66312069870
오뚜기,N,2015,535544950476,154335808791,117174244760,259970646033,,695316688894,526053246093,7915967412,20342902353,,1230861639370,333841083037,256591242313,,117459475443,451300558480,,760251153361,,779561080890,1230861639370,1829762301090,1399213537766,430548763324,311876659618,118672103706,7474988572,2963705206,122921667302,28917620570,94004046732,87399858297,107208310462,-77433276326,-33893084921,-4118050785,158327586518,154335808791
오뚜기,N,2016,593485694993,126626180161,131422164877,331436117748,,749262086665,559898410038,7553249415,19439260938,,1342747781658,368915971858,282180497312,,105333911353,474249883211,,856971886347,,868497898447,1342747781658,1959104904147,1502210575963,456894328184,331034571065,125859757119,9275974176,2456840720,155119568606,35458043156,119661525450,114426423557,127023930914,-120350114243,-34426570924,-27752754253,154335808791,126626180161
오뚜기,N,2017,595973315377,103839194315,132436675936,161404061899,,809827811717,593761637184,9190988132,10235067619,,1405801127094,397323635303,269324937259,,43089478771,440413114074,,954196867790,,965388013020,1405801127094,2050191923371,1580549681150,469642242221,340168839596,129473402625,10048588926,2580616923,142050613711,37882268136,104168345575,114214056058,89852337567,-67177006965,-43869738681,-21194408079,126626180161,103839194315
오뚜기,N,2018,656668313195,103314054542,135167809855,148593754396,,997789117976,639906677550,18927434211,8065594599,,1654457431171,406246400529,293863320887,,149129733027,555376133556,,1069686608569,,1099081297615,1654457431171,2097129575506,1657086580302,440042995204,303744594959,136298400245,12250223501,2568812110,174318399871,-34891416080,139426983791,138810731595,163311700665,-172456185537,8629529575,-514955297,103839194315,103314054542
오뚜기,N,2019,513514944911,100492570771,127776874279,149454084091,,1187566641754,828166152560,17427182397,7936152675,,1701081586665,410819862012,303720771157,,127757422580,538577284592,,1133281620359,,1162504302073,1701081586665,2108629850819,1672323258384,436306592435,310201330081,126105262354,12687756622,4111845446,124846199743,28857352436,95988847307,88865906958,142863571120,-79781076983,-65701004224,-2618510087,103314054542,100492570771
엘에스일렉트릭,N,2015,1096544683262,227255387231,77812795086,395318203986,,1011380493366,517277737657,128274870362,,,2107925176628,518885396422,164420601598,,614400989627,1133286386049,,850318418327,,974638790579,2107925176628,1753118433889,1381510569430,371607864459,223730570262,147877294197,5510638508,24528575245,104416756828,22328343690,69452478234,56860713223,120796633220,-96487638445,-57778161348,-33469166573,260786609931,227255387231
엘에스일렉트릭,N,2016,1092398270066,262738848187,75954396636,422239891125,,1002952836827,493000537468,121420293431,,,2095351106893,579425747488,177467020902,,510886733180,1090312480668,,880580639041,,1005038626225,2095351106893,1712375142077,1380937411347,331437730730,234045352138,97392378592,7719991173,21245226728,74885681227,16404112126,57881723144,59724863646,225731145303,-100098341169,-91185317606,34447486528,227255387231,262738848187
엘에스일렉트릭,N,2017,1105512826031,196906049848,87178891110,417955267669,,981399672882,467398211221,108165214625,,,2086912498913,551779579358,167907566115,,454232762779,1006012342137,,956440731469,,1080900156776,2086912498913,1807454520544,1436060168677,371394351867,228333237081,143061114786,7609913582,17354423608,123543252861,28871399772,94808191638,99321552951,130300024523,-140572429290,-50294401665,-60566806432,262738848187,196906049848
엘에스일렉트릭,N,2018,1188556588845,359517440486,108600929201,395826855599,,1023231233142,445961233230,106336455323,,,2211787821987,588574874447,166317651177,,404410043907,992984918354,,1101882744752,,1218802903633,2211787821987,1905119904095,1506029930433,399089973662,224284252237,174805721425,15761308295,14912471923,157425745873,35423870555,119393549014,116517648757,172515851470,70690030800,-83345416914,159860465356,196906049848,359517440486
엘에스일렉트릭,N,2019,1326666713232,435748295815,99214189994,403094776199,,1001874489397,432517242508,102619675556,,,2328541202629,626906481892,204448636102,,414254661437,1041161143329,,1170546774418,,1287380059300,2328541202629,1810062924343,1422299843309,387763081034,233079971516,154683109518,40340650663,14192584934,147571684257,36819880146,109361356235,103767188067,171729934893,-56666200792,-37842922402,77220811699,359517440486,435748295815
농심,N,2015,839094137809,125384246752,133903923903,157388438160,,1418376950573,820530613155,15243960543,178128177577,,2257471088382,541129186786,264153822270,,86875714537,628004901323,,1550784088172,,1629466187059,2257471088382,1878665374535,1330951610335,547713764200,442413701124,105300063076,13601552425,9065282060,148325549746,33142317171,115183232575,114913855119,186426506803,-103622958021,1123371150,83927060054,41457186698,125384246752
농심,N,2016,869641720772,117753081219,124482724835,165436187651,,1460456264300,792241721961,20065303006,175699194926,,2330097985072,463490437844,254056485408,,75003153335,538493591179,,1713474118702,,1791604393893,2330097985072,1862187458772,1318589145896,543598312876,474501472593,69096840283,18014874860,8365719409,221522208422,27278260524,194243947898,185268706834,209519752217,-143694323375,-73462635590,-7631165533,125384246752,117753081219
농심,N,2017,790610058045,86593447643,124994176208,164644408058,,1526767646342,800947989607,19926607484,171333632853,,2317377704387,410759017341,213875163977,,59442835893,470201853234,,1769737225633,,1847175851153,2317377704387,1855364121041,1285155049525,570209071516,494147220492,76061851024,17220635396,6720360017,106375217172,25988021513,80387195659,78701957260,83178233433,-57163012131,-57174066030,-31159633576,117753081219,86593447643
농심,N,2018,877680149188,98050905577,148760156369,158615161715,,1529020099730,807592991990,19943436356,174511027186,,2406700248918,456700512911,212589873763,,55648453014,512348965925,,1815616896933,,1894351282993,2406700248918,1857814054433,1362001740111,495812314322,428868832862,66943481460,15399874057,4490090737,100176877797,24511874266,75665003531,70305931840,105931160603,-95778183556,1308548000,11457457934,86593447643,98050905577
농심,N,2019,750893973769,111712510859,148859665370,163835961062,,1746046480387,843923578807,19777486428,195635279433,,2496940454156,516795186467,226275237998,,63760193074,580555379541,,1836791702914,,1916385074615,2496940454156,1905694049103,1409083926164,496610122939,447262863843,49347259096,20153970396,9771404566,81776717618,25505012569,56271705049,45164291622,133040489212,-137673095278,18317881319,13661605282,98050905577,111712510859
계룡건설산업,N,2015,536501445323,70391241261,84771215283,154626399716,,447146927567,33629528417,4438458671,56688353967,,983648372890,625990269505,235061362106,,108405572788,734395842293,,194316718243,,249252530597,983648372890,1124406619975,1051755278490,72651341485,43372214988,29279126497,2659523469,16035214686,12366047816,2087234248,10278813568,10769788398,66518610207,-8364195691,-51262776353,6891638163,63446436542,70391241261
계룡건설산업,N,2016,671944642649,151305285689,99234528293,212658187587,,475984655398,32693541928,4216822307,53843667199,,1147929298047,779997774374,310179666052,,102849577866,882847352240,,209820108886,,265081945807,1147929298047,1418298386178,1314735131368,103563254810,42612164865,60951089945,2294324726,14652736023,32159607355,14620371794,17539235561,15829415210,88725027113,-19664121147,11816638462,80877544428,70391241261,151305285689
계룡건설산업,N,2017,683431891810,108675273685,203085505343,195826190707,,532374985853,34054640537,3538510307,50672086089,,1215806877663,714728319031,270250047995,,194059085318,908787404349,,251372858137,,307019473314,1215806877663,1481463088954,1337883001921,143580087033,64892051798,78688035235,3390046980,14261616968,62860179614,18448680092,44411499522,41937527507,-27648506126,-63400407339,48792059144,-42630012004,151305285689,108675273685
계룡건설산업,N,2018,726631997514,216935817159,220042424621,202131611867,,593494169780,33265499277,3660510307,96414423550,,1320126167294,745060838409,647855119047,,237196251537,982257089946,,286059728847,,337869077348,1320126167294,1533433178446,1375492931823,157940246623,58524231630,99416014993,3555887924,15597949507,85908440161,22115511775,63792928386,59322699968,138741052865,-7011706420,-23702209433,108027137012,108675273685,216935817159
계룡건설산업,N,2019,921813057143,223333030220,328962287438,227243541836,,612864242637,32574319276,3182510307,70617518298,,1534677299780,877749916420,786924738917,,244756368674,1122506285094,,360246684534,,412171014686,1534677299780,1649389656049,1480456110040,168933546009,52011089321,116922456688,11010446580,13400325712,107506326760,24428513670,83077813090,78730835838,-80695150336,-37822329030,125191559118,6674079752,216935817159,223333030220
현대홈쇼핑,N,2015,810974996610,34689574287,22476736909,43274650544,,716682114178,94804775019,4484869026,,,1527657110788,282236887888,231280330303,,3931949243,286168837131,,925370155890,,1241488273657,1527657110788,890760608385,70297964972,820462643413,709737243780,110725399633,25754498113,1603134408,129437883038,32083067492,97354815546,93063269411,94827540780,-47076227711,-17000009408,30751303661,3938270626,34689574287
현대홈쇼핑,N,2016,954425361368,4802305893,23830640246,43630527910,,775358843082,91493625658,4249349020,,,1729784204450,413642187817,260576630250,,1644247454,415286435271,,1010422679354,,1314497769179,1729784204450,961339683153,87050616911,874289066242,742003837446,132285228796,22556856856,829952730,140125828753,36741434529,103384394224,96323013342,129019638698,-230746289692,71839382600,-29887268394,34689574287,4802305893
