,기업명,기업코드
65411,보광교통,01470853
65412,헤리티지댓,01472693
65413,김포골드라인운영,01465781
65414,호산서비스,01458365
65415,와이제이지산개발,00974097
65416,라한호텔포항,01473735
65417,드림어스,01455155
65418,뉴스핌,01458152
65419,메이사인터내셔널,01465000
65420,쿱스토어대구,01459683
65421,에이치엘케이홀딩스,01240076
65422,악조노벨인더스트리얼코팅,01463808
65423,플러스기획,01452680
65424,씨엠에스원,01472639
65425,제이에스컴퍼니,01473221
65426,레터팜,01462845
65427,쿱스토어대전충청,01252619
65428,하일건설,01172340
65429,쿱스토어울산,01461961
65430,디지털국제공조,01470048
65431,지팸,00620822
65432,대창스틸,00112721
65433,EMW,00479705
65434,동양산업개발,01102013
65435,에이스안테나,01085017
65436,현해산업개발,01471898
65437,유사나헬스사이언스코리아,01473531
65438,순영종합건설,01474947
65439,어스에이,01475140
65440,남부지오영,01459179
65441,진성티이씨,00174208
65442,한진중공업홀딩스,00163673
65443,NAVER,00266961
65444,에이비비파워그리드코리아,01446698
65445,와이씨엠앤이,01466470
65446,다날엔터테인먼트,00927266
65447,동국생명과학,01233465
65448,노루케미칼,00208277
65449,앤스코,01025422
65450,에스에스유통,00414489
65451,원서브,00975360
65452,엔케이텍,00493264
65453,코어링크코리아,01412053
65454,에스디엠,00760607
65455,삼환비에스,01022595
65456,토문건축사사무소,00807616
65457,웨딩헤너스,01376937
65458,한드림넷,00961941
65459,페루프,00872753
65460,디에스네트웍스,00238658
65461,하이브산업개발,01393615
65462,롬엔드하스코리아,00233981
65463,조군,01285741
65464,베르힐컨트리클럽,01370146
65465,더세이프티,00872285
65466,그린케미칼,00454946
65467,비에스아이시티피에프브이,01436266
65468,김정문알로에,00176561
65469,에스켐,01383779
65470,프리미어테크니컬세일즈코리아,01475210
65471,HDC현대산업개발,01310269
65472,유코카캐리어스,00436144
65473,CJ푸드빌,00357120
65474,투썸플레이스,01275948
65475,롯데칠성음료,00120571
65476,구글코리아,01473717
65477,에이디에프자산운용,01340385
65478,굿프렌드,01475344
65479,협신자동차서비스,01461156
65480,명문바이오,01460388
65481,블루다이아제일차,01477412
65482,서화엠,01472301
65483,창평실업,01455517
65484,골든하이,01477485
65485,이좋은세상,01464393
65486,농업회사법인설성식품,01468520
65487,에이치피이케이,01075348
65488,안스코퍼레이션,00762678
65489,장민이엔씨,01472648
65490,설성푸드,01468441
65491,극동전선,00105165
65492,인사이드정보,01472408
65493,흥진산업,00247498
65494,삼성자산운용,00260453
65495,팜한농,00826435
65496,스노우,01213832
65497,웨어밸리,01446120
65498,브니엘네이처,01470464
65499,신흥,00173795
65500,딜라이브경기동부케이블티브이,00521372
65501,한슬,01374559
65502,동남엘리베이터,00876582
65503,시엘티개발,01031654
65504,윈텍스,00819143
65505,농업회사법인삼화원종,00816313
65506,태진에이엔티,00919762
65507,에이치포,01230811
65508,한일지앤엠,00610463
65509,케이비알,00626987
65510,유성에프티,00973566
65511,제이에스티,01074181
65512,농업회사법인,00371397
65513,우성,01155097
65514,오성산업개발,01142011
65515,현대밸브,01016442
65516,태성홀딩스,01309157
65517,배종,01367984
65518,보명금속,00873938
65519,굿윌,01411595
65520,한화역사,00131106
65521,지음주택건설,01375053
65522,참좋은제주개발,01106718
65523,스타리온성철,01343869
65524,디엠개발,01303782
65525,서번산업엔지니어링,01021514
65526,위세아이텍,00374738
65527,에넥스,00139764
65528,제일화학,01360565
65529,무진전자,00238278
65530,금비산업,01025662
65531,텔레칩스,00423177
65532,힐탑건설,01027703
65533,부국관광,00180041
65534,알에스디아이,01360909
65535,정도진흥기업,00171131
65536,대한개발,01027341
65537,셀리버리,01182444
65538,호텔그랜드유통,00176224
65539,LG헬로비전,00222532
65540,신우탑텍,00621760
65541,중앙일보엠앤피,00561121
65542,마리소,00627621
65543,풋마트코리아,00923604
65544,좋은도시개발,01299568
65545,의령산업개발,01311499
65546,한국항공서비스,01361786
65547,삼아인터내셔날,00246392
65548,부일메트로,01070103
65549,천하,01401288
65550,씨케이저축은행,00100629
65551,운정개발,01411540
65552,창진에스씨,01211481
65553,소만사,00928982
65554,동천개발,01410000
65555,비오신코리아,01144073
65556,대흥공업,00657127
65557,제이에스토건,01364482
65558,뉴보은,01153594
65559,부경,01073182
65560,웨딩그룹위더스광주,01381771
65561,대협테크,01029491
65562,원앤씨,00864107
65563,프린텍홀딩스,00817020
65564,신성여객,00414814
65565,한솔교육,00246301
65566,티에스에너지7호,01294563
65567,희림,00236863
65568,지에스인스텍,01188147
65569,농업회사법인한마루,01404762
65570,아이배냇,01293652
65571,대동백화점,00635170
65572,은일섬유,01362420
65573,더블유피컴퍼니,01256235
65574,원일티엔아이,00488244
65575,승진상사,01019218
65576,델타스틸,01212541
65577,솔라고개발,01375585
65578,풀잎채,01226225
65579,금아파이프,01099694
65580,화일ACS,01393439
65581,에프알코리아,01252859
65582,지씨이,01076505
65583,아이비티,00818658
65584,씨티씨그린,00967130
65585,고강알루미늄,00557544
65586,정각,01379989
65587,은성,01071069
65588,나주,01286944
65589,미래메디엔텍,01302358
65590,계진푸드농업회사법인,01311781
65591,엠에스테크놀러지,00531953
65592,남산약품,00868741
65593,신세계관리,01114780
65594,늘푸름가구,01376973
65595,남선,00598879
65596,정우몰드,00974006
65597,아산상선,00617369
65598,다일씨앤디,01212170
65599,에스엠케이산업,01083912
65600,케이케이테크,00618225
65601,두한종합건설,00615060
65602,청한,00866789
65603,대기목재,01380240
65604,에스알디,01044542
65605,굿앤굿트레이드,01398911
65606,대산에너지,01084656
65607,진성디앤피,01329416
65608,지비테크,01219687
65609,이자르씨앤에스,01305577
65610,88콘크리트,00689490
65611,정현프랜트,00580852
65612,옵스,01087662
65613,세종스카이,01413715
65614,제물포금속,00926090
65615,쁘띠프랑스,00836423
65616,제이엠에스건설,01307016
65617,민성스틸,01071795
65618,송학식품,00811558
65619,비츠로애드컴,00975078
65620,제이엠피,00609041
65621,지젤,01229879
65622,대한일코퍼레이션,01231999
65623,여수해양,00876412
65624,굿모닝캐피탈대부,01303366
65625,참사람,00770154
65626,창원,00219699
65627,일송개발,00142272
65628,창조에프앤비,01152674
65629,연일물산,01139859
65630,동남종합건설,00927734
65631,제이지산업,01124015
65632,장성이.피.에스,00765198
65633,건강마을,01386208
65634,유창하이텍,00976280
65635,경화상사,00449403
65636,영다이케스팅,01293467
65637,우창산업,00622714
65638,중산물산,01367036
65639,에너진,01294341
65640,농수산물마켓,01088810
65641,삼원종합상사,00869245
65642,더조은개발,01206665
65643,서천산업,01077531
65644,스카니아코리아그룹,01019777
65645,제이에스전자,00986311
65646,한국능률협회컨설팅,00204466
65647,강원풍력발전,00504737
65648,라이프플러스,01303427
65649,아이에스피,00873530
65650,유니온테크,00433660
65651,한국자산평가,00833073
65652,방송차량서비스,01445158
65653,신진정밀,00628514
65654,엠에이엠지,00690751
65655,블리트,01215247
65656,스페셜시츄에이션제일호,01447059
65657,한려종합개발,01435744
65658,에스비더블유,01221008
65659,에스아이판,01453926
65660,대길산업,00986339
65661,신영제이티,01306974
65662,애니팬비티에스,01454253
65663,퍼시픽하베스트,01451353
65664,양주옥정피에프브이,01436682
65665,인천검단피에프브이,01436673
65666,화랑관사비티엘,00864091
65667,에이젯유통,01449996
65668,서울PMC,00185107
65669,일성안티몬,00215903
65670,프라임엔시스템,01461420
65671,부영창조,01145054
65672,광남자동차,01463826
65673,성보교통,01437201
65674,영진교통,01464603
65675,상하농원,01454086
65676,강안교육,01463871
65677,달구벌버스,01463914
65678,대현종합건설,01458718
65679,슬기자산운용,01466771
65680,오션르네상스사모투자,01466780
65681,해즈브로코리아,01452635
65682,유일에스엔피,01462784
65683,영동테크윈,01466179
65684,원영,01461651
65685,이노바,01466869
65686,케어사이드,01127234
65687,두림,01456729
65688,한국성장금융투자운용,01201961
65689,우진종합산업개발,01474211
65690,농업회사법인참푸른글로벌,01452121
65691,제이엔씨파트너스양산,01146169
65692,진광,01472462
65693,베르원,01451760
65694,명보산업,01467628
65695,시앤유,01470932
65696,대일종합건설,01451362
65697,엘에프에스,01474664
65698,지성주택개발,01462650
65699,칠성산업,01472745
65700,트리녹스,01474390
65701,스카이세븐,01466674
65702,신화여객,01464269
65703,쿱스토어전북,01459540
65704,기해종합건설,01146734
65705,일현에이엠씨,01466504
65706,써브감정평가법인,01455076
65707,알에스에이치그룹,01475238
65708,화경산업,01145230
65709,선진상운,01472000
65710,바로스,00621928
65711,에이씨휴먼넷,01466629
65712,장원테크,00659684
65713,안성테크,01475159
65714,더베이글,01469051
65715,한성운수,01044755
65716,볼보파이낸셜서비스코리아,01416998
65717,흥진홀딩스,01464931
65718,디케이알제일차,01474035
65719,라인플러스,01026731
65720,문화일보,00164593
65721,동일금속레이져,01476769
65722,에스앤엠디벨럽먼트,01476501
65723,서울제약,00131018
65724,SPC삼립,00125530
65725,휴미디어,01476565
65726,비에이치씨,00656988
65727,셀바이오휴먼텍,01288410
65728,수정산투자,00452984
65729,승일,00135467
65730,정원장례식장,01147353
65731,아시아퍼시픽33호선박투자회사,01075180
65732,대광자원,01464995
65733,해라컨트리클럽,01475061
65734,아시아퍼시픽34호선박투자회사,01075199
65735,케이씨,01225819
65736,선산토건,00201061
65737,한국아이티진흥,00484646
65738,푸른청소년수련시설,00971072
65739,조은가,01308802
65740,창화철강,00151191
65741,남경산업개발,01012835
65742,비브이씨피에스에이디티코리아,01304383
65743,대양화인렌탈,01212286
65744,세바,00674285
65745,유창알앤씨,01030938
65746,케이에프,00957887
65747,오보텍코리아,00876555
65748,대웅,00407160
65749,재은테크,00496614
65750,동화기업,00570633
65751,최고좋은터행복한집,01207983
65752,코엔스,00533030
65753,동해금속,00770367
65754,정세환경기술,01214530
65755,코업로지스틱스,01476015
65756,엔젤스태프,01387021
65757,포이닉스,01468760
65758,하남토건,01460324
65759,제이케이코리아,01473656
65760,두호씨엔엘,01463303
65761,성보티씨에스,01466328
65762,메디라인액티브코리아,01466391
65763,신영,00250429
65764,삼우개발,01071290
65765,전북은행,00147295
65766,필라테크,01471986
65767,티유브이노르트코리아,00622307
65768,학성버스,01462924
65769,넷컴솔루션,01449589
65770,지텍,00619835
65771,보광,00816535
65772,휴로스,01253326
65773,랭스토어,01218466
65774,청솔,00610029
65775,이노필텍,01388701
65776,대호이앤씨,01251805
65777,동보체인공업,00178514
65778,디큐브개발,01229301
65779,고손,00976217
65780,삼원화학,00812186
65781,아세아,00138701
65782,승아건설,01401695
65783,태화건설산업,01290035
65784,썬샤인브릿지,01407875
65785,베리네트웍스,00883652
65786,녹원,01157059
65787,원일개발,01400049
65788,동양탄소,01385139
65789,오디컴퍼니,01156351
65790,신기전선,00814087
65791,주원,00367039
65792,나부코,01012482
65793,에이치제이산전,01039887
65794,유성염직,01153840
65795,케이피비오상사,00365305
65796,호두,01164749
65797,이래cs,00173555
65798,수원교차로,00565419
65799,루스톤,01075108
65800,일양익스프레스,00146463
65801,비즈포레가산,01301809
65802,휴그린,01157420
65803,아주프론티어,00674328
65804,삼광목재,01034536
65805,유안타제5호스팩,01408999
65806,황금산업개발,01226191
65807,티에프산업개발,00534738
65808,예진에프앤지,00321310
65809,동경강업,00663924
65810,화인케미칼,01028863
65811,장원교육,00248008
65812,선우마트,01312106
65813,칠원디엔씨,01334816
65814,디오,00115931
65815,에스비에스에이앤티,00406055
65816,경북대금오공대생활관서비스,00770464
65817,엘에이치엔,01224315
65818,광명산업개발,00256089
65819,형제기계공업,00489669
65820,우리샘물,01360529
65821,개성건설,00975087
65822,대륜중공업,00816960
65823,우딘,01069709
65824,고광산업,00579838
65825,아이앤피,00490850
65826,대재에너지,00962375
65827,칼라스홀딩스,00945688
65828,선익시스템,00327819
65829,삼성냉장,00486565
65830,동해이씨티국제복합관광도시개발,01409299
65831,한국바이켐,01305656
65832,에스지디앤씨,01386387
65833,서광디앤에프,01297621
65834,동우테크,01229639
65835,대림인터내셔널,00801658
65836,시에스네트웍스,01080720
65837,신진로기계공업,01137286
65838,대협스프레이,01149193
65839,한성아시아개발,01326428
65840,동천디앤시,01407361
65841,푸른하늘,01252664
65842,이우디앤디,01330333
65843,주)참존종합건설,01008188
65844,프린텍,01211001
65845,인터씨티산업개발,00870791
65846,비타민하우스,00875893
65847,SIMPAC,00138260
65848,하남중공업,00609999
65849,디알액시온,00200442
65850,삼천산업,00876476
65851,암텍,01229824
65852,진양비지엠텍,01072776
65853,이루테크,01228287
65854,한자태양광,01294590
65855,성산제관,01378087
65856,원진우드,01308459
65857,종합폴스타,01136065
65858,한비기계,00920096
65859,제노에너지,00868042
65860,한아름건설,01402603
65861,대신약품,00235688
65862,극동스텐,00765107
65863,선우씨에스,00768292
65864,신성메이저글로브,00565084
65865,길민건설,00766212
65866,원익투자파트너스,00247054
65867,휴랜드산업개발,00613521
65868,오에스티투,01365612
65869,선한,01385971
65870,은성프린터스,00526562
65871,인바이오텍,00484451
65872,비에이플러스,01399442
65873,성지씨앤디,01225800
65874,88스테이,01230167
65875,혼(HON),00448255
65876,비에이스타,01302631
65877,엘제이제2차,01139743
65878,지인에셋,01311842
65879,로체프라자,01261024
65880,어업회사법인아라,01371686
65881,삼원,00670003
65882,대성금속,01148778
65883,화승켐텍,01404188
65884,동해종합기술공사,00973830
65885,범진시엔엘,01125458
65886,대신스틸,01225925
65887,신영기술개발,00451781
65888,비에스산업개발,01149467
65889,인수약품,01013968
65890,대양종합건설,00245205
65891,신원산업,00962357
65892,동운아나텍,00695969
65893,거봉,00892571
65894,대전매그놀리아,00790051
65895,제이피에스,01352991
65896,비씨월드제약,00256043
65897,비씨월드헬스케어,01379022
65898,이마린,00921323
65899,블랙스톤에듀팜리조트,01297047
65900,삼원가든,01354908
65901,수성,00224026
65902,대현개발,01366736
65903,송림,01022489
65904,에스앤케이항공,00608954
65905,동광엔비화성,01289020
65906,여수오션퀸즈파크골드,01355961
65907,유니트론텍,00879020
65908,큐시스,01018103
65909,해원단조,00564447
65910,우정통상,01087176
65911,아이엠티글로벌,00871985
65912,영인정공,01290585
65913,양원기업,01087529
65914,에이치비에스라이프,01154380
65915,장보고,00967954
65916,엠씨엠,00763172
65917,강원여객자동차,00100638
65918,대일생활건강,01343461
65919,대일광업,00260532
65920,디앤액트,00166209
65921,씨앤에이치제이십칠차유동화전문유한회사,01437830
65922,대영자원,01306965
65923,이오에스아이,00967255
65924,칼제이십오차유동화전문유한회사,01437973
65925,스마트투자파트너스,01349933
65926,에이엠지코리아,01306521
65927,전국관광,00447238
65928,제주디앤아이,01414839
65929,대원지업,00177764
65930,아무스,01365685
65931,크로스보드,01437991
65932,구미이화,01015267
65933,포트코리아자산운용,01349979
65934,마이크로컨텍솔,00568188
65935,한아름,01449385
65936,디오전자,00875653
65937,오텍캐리어냉장,01448997
65938,동우테크,01212675
65939,스마트켐,01068676
65940,유진운수,01173288
65941,로젠치즈앤푸드,01359523
65942,코리아도시개발,01446607
65943,태원여객,01447138
65944,뉴디피엘,01438510
65945,혜전건설,00604550
65946,제니스미트,01450026
65947,씨앤에스,01450372
65948,엠엔테크,01440746
65949,베올리아코리아,00890272
65950,정우물산,01448456
65951,칠갑농산,01452255
65952,마스턴제10호기업구조조정부동산투자회사,01108327
65953,토마토시스템,01436479
65954,율천정밀,00564182
65955,플랜에이치벤처스,01360264
65956,골든트리개발,01255458
65957,파인텍,01371871
65958,지인디앤씨,01459735
65959,일진푸드,01461457
65960,대양건설,01452015
65961,대명건설주택,01467345
65962,파워카본테크놀로지,00693882
65963,콘티넨탈타이어코리아,01456871
65964,희우산업,01457791
65965,보스톤메탈,01455298
65966,홍보시계,01455508
65967,지티아이솔루션스코리아,01457250
65968,에스디티,00817437
65969,와이에스에이치기업,01149449
65970,중앙후렌지공업,00525101
65971,삼이시스템,01473975
65972,평안매직,01157396
65973,한백종합건설,01471010
65974,프레스코,01224290
65975,삼성월드,01473203
65976,암페놀엠씨피코리아,00398899
65977,대명케미칼,01474381
65978,어댑트,01442124
65979,진올건설,01454411
65980,두솔,00495068
65981,부경에너지,01466452
65982,정동코퍼레이션,01471472
65983,한신전자,00917199
65984,일선교통,01384431
65985,테크빌교육,01455580
65986,덴츠플라이시로나코리아,01466133
65987,에이에이씨티,01456400
65988,한국쌔스소프트웨어,00445762
65989,카페스,00957869
65990,쿠라레코리아,01456154
65991,마스턴제45호여의도피에프브이,01460023
65992,라한호텔전주,01473708
65993,태양산업,01363881
65994,가스엔텍,01300369
65995,해성운수,01458639
65996,케이알코폴리머,00367853
65997,아시아퍼시픽45호선박투자회사,01139716
65998,SK하이닉스,00164779
65999,성호철관,00256061
66000,웨펜메디칼아이엘,01176179
66001,서울고속버스터미널,00130602
66002,하이에어,01354272
66003,한국경제TV,00263371
66004,KSS해운,00160232
66005,코미코,00997812
66006,태양,00186717
66007,해은켐텍,01459920
66008,동복에너지,01468201
66009,한국발전기술,00865364
66010,엘티엔터테인먼트,00413365
66011,신세계센트럴시티,00200938
66012,평택항만,00450834
66013,에이원스포츠,01320381
66014,웰스존,01151754
66015,상아프론테크,00181299
66016,위너셋,00135421
66017,은창,01307317
66018,태웅,01411203
66019,태건,01435939
66020,우진프라스틱,00974750
66021,삼보에이팩,00487722
66022,정림철강,00820857
66023,케이에이엠,01081659
66024,유미개발,00353346
66025,상진개발,01264465
66026,부산블루코스트,01133396
66027,케이엔로지스틱스,00863959
66028,일신창업투자,00146384
66029,허브큐어,01475405
66030,캐리어중앙공조,01465222
66031,제이콥씨앤이,01028793
66032,팬오션,00122737
66033,동보테크,01450415
66034,해동무역,01468928
66035,메이크메이커,01476714
66036,케이씨엘엔지테크,01159950
66037,심우,01475830
66038,한화자산운용,00243395
66039,오리온,01238169
66040,국일제지,00104573
66041,디지센트럴로드,01477494
66042,한솔임업,01176726
66043,에이앤디신용정보,00452805
66044,흥국자산운용,00330725
66045,아이템베이,00484284
66046,한맥캐미칼,00923978
66047,엘케이정밀,00620062
66048,천지인플러스,01213610
66049,밸런스인더스트리,01220878
66050,한원개발,01072420
66051,대창기업,00668248
66052,에스비전자,01373532
66053,빛사랑,00941503
66054,소도건설,01382275
66055,타이드,01309069
66056,유리홀딩스,01385944
66057,아이더블유아이,00866567
66058,엠에스비산업개발,01212338
66059,동해목재,00443579
66060,사합,01081561
66061,네비온,00660343
66062,삼한종합건설,00228943
66063,성우해운,01252831
66064,웅진산업,01233906
66065,가야포징,00972099
66066,동일캔바스엔지니어링,00666286
66067,태흥아이에스,00253471
66068,삼성하우징,01381717
66069,에이치앤브이물류안성,01160239
66070,굿플,01226012
66071,휴먼하우징,01296950
66072,티아이씨,00967732
66073,태산더블유,01409484
66074,태림페이퍼,00118460
66075,유니메드제약,00245393
66076,파란손해사정,01293892
66077,스마트엠케어,00925198
66078,정광,01136153
66079,대영하우징,01310560
66080,세진배관,01304000
66081,한진휴에프,00222064
66082,이우에셋,01379457
66083,삼원약품,00127574
66084,코스메틱스탠다드,01372764
66085,에이치앤브이물류,00577991
66086,아주강재,01225095
66087,메타넷인터랙티브,00883430
66088,에스제이씨오,01312814
66089,선진버스,00985224
66090,광주관광개발,00104023
66091,트리큐인터내셔널,01226021
66092,태웅에스엔티,00951999
66093,삼동산업,00236340
66094,키움건설,01437007
66095,금남종합개발,01085655
66096,백년약속,00770561
66097,한영,01258136
66098,그레이스건설,01405691
66099,보문개발,00123204
66100,마니커에프앤지,00770312
66101,서린,01216653
66102,부영,00124294
66103,이앤이,01437326
66104,새홈개발,01411674
66105,광영디앤엠,01312540
66106,더파크모터스,01223176
66107,디앤에이,01133581
66108,피앤티,01361838
66109,백산이엔씨,00971920
66110,피앤제이인베스트먼트홀딩스,01228533
66111,명인코리아,01376760
66112,장수산업,00448820
66113,신승상사,01086830
66114,오성기전,00240963
66115,원건설,00455732
66116,신영스틸텍,00922492
66117,엘빈종합건설,00986940
66118,미보기아,00866460
66119,심팩인더스트리,00123648
66120,성경식품,01149847
66121,반도기전,00629568
66122,가보테크,01016071
66123,이시아홀딩스,01397754
66124,쎌라니즈코리아,00657288
66125,비피로지스,01083824
66126,영남알프스레져,00659985
66127,한설그린,00569451
66128,경진섬유,01212329
66129,스카나코리아하이드로릭,00817358
66130,한양디지텍,00488989
66131,우정라이프,01293209
66132,유진,00411525
66133,해안종합건축사사무소,00492575
66134,제이아이주택,01231360
66135,케이에스엔시,00416159
66136,유텔,00671507
66137,지본,00969110
66138,동안이노스,01147168
66139,신성이노텍,00384276
66140,현대캐터링시스템,00939058
66141,열린,01408069
66142,삼신교통,00346045
66143,금창경판,00917214
66144,대성프라퍼티,01080784
66145,메타즈,00663304
66146,세아전자,01381294
66147,동인홀딩스,01296826
66148,삼우빌딩,01406690
66149,대정,00985631
66150,유경씨엠,01085178
66151,대호기업,01039647
66152,서미트,00211785
66153,제이코퍼레이션,01295119
66154,채울종합건설,01373073
66155,동국제관공업,00369277
66156,대주기계,00497075
66157,비에스컴퍼니,01402038
66158,동아물류,01212587
66159,동진파마,01143436
66160,우연디앤드씨,00658205
66161,유성건설,00241555
66162,두원계전,00867201
66163,코스모링크,00163141
66164,기성,01296330
66165,범진전자,00873327
66166,다보코퍼레이션,01013038
66167,엔에이치산업개발,01077221
66168,한국신쇼,00769644
66169,대한주물공업,00113313
66170,보성레저,01411160
66171,영빈산업,00446105
66172,신창이엔지,00983721
66173,대한조선,00182696
66174,케이디기술투자,00682150
66175,종로크라운,00959405
66176,삼원금속,01378290
66177,디에스투자증권,00692537
66178,마리오쇼핑,00219954
66179,오리엔탈에셋,01232800
66180,스마트밸리산단,01434824
66181,보광종합건설,01018291
66182,HM금속,00521239
66183,에이스테크,00556907
66184,피씨디렉트,00297934
66185,생고뱅코리아,00450269
66186,이노밸류,01437779
66187,대호이앤지,01437353
66188,태광실업,00153418
66189,이바코리아시스템,01312054
66190,에스제이에쿼티,01438583
66191,바디앤케이디비제이차,01438608
66192,바디앤케이디비제삼차,01438617
66193,에스제이제사차,01438626
66194,사일,01288784
66195,네오뉴테라,01438671
66196,투어와이디,01438680
66197,당진기업,00660404
66198,유맥,00220279
66199,유맥시네마,00655314
66200,다담리테일,01270235
66201,유맥에프앤에스,01229091
66202,유맥리얼티,00355636
66203,주원테크,01016451
66204,드림아스콘,00806963
66205,알메탈,00836672
66206,동보,00115533
66207,미디어링크,01311718
66208,제이티비씨미디어컴,01087699
66209,교원라이프,01030035
66210,비젼코베아,00810896
66211,코베아,00917986
66212,청우운수,01437025
66213,미래도이엔씨,01227066
66214,베바스토코리아홀딩스,00258148
66215,더함,01445796
66216,케이비캐피탈,00161408
66217,케이비증권,00164876
66218,고려저축은행,00172097
66219,코리아브릿지,01405099
66220,에코솔루션,00346966
66221,정원투어,01449747
66222,태경케미컬,00109161
66223,쎌바이오텍,00357430
66224,한일홀딩스,00162993
66225,메리츠증권,00163682
66226,한일현대시멘트,00164672
66227,보스톤금거래소,01455368
66228,건국이엔아이,01467804
66229,혜도씨엔씨,01466364
66230,서은에프에이,01232439
66231,한국프레틀,00532457
66232,건축사사무소아라그룹,01466744
66233,녹지한국투자개발,01463011
66234,GH신소재,00491938
66235,스바루코리아,00866363
66236,녹지제주헬스케어타운,01463321
66237,엔엑스쓰리게임즈,01453388
66238,코람코자산신탁,00453673
66239,케이텔,01312212
66240,코람코자산운용,00802213
66241,풍산특수금속,00687270
66242,오성C&T,01223644
66243,대한항공노동조합,01438219
66244,디섹로지스틱스,01309874
66245,씨케이인더스트리,01371507
66246,이에스파워,01437797
66247,종합건축사사무소건원,00237710
66248,바른전자,00370255
66249,하나에이치디제일차,01439096
66250,골든그레이스창원제이차,01439102
66251,골든그레이스창원제일차,01439111
66252,트리플에이제6차,01439227
66253,비케이베스트제2차,01439236
66254,디비금융서비스,01006551
66255,시웅로직스,01472231
66256,종근당바이오,00390055
66257,알바코퍼레이션,01464922
66258,문경온천관광,00434465
66259,윤성에프앤비,01383487
66260,강화선진버스,01231485
66261,디에스쉽핑,01474327
66262,경인석유,01457737
66263,씨엔컴퍼니,01455094
66264,상화공익,00440882
66265,금월봉유준리조트,01211047
66266,씨.에스.티,01472198
66267,카이트버드코리아,01472134
66268,게팅게메디칼코리아,01465444
66269,단일시스켐,00626686
66270,케이엘씨네트웍,01465754
66271,상미식품,01258288
66272,평안세븐스마일,01153637
66273,자이언트,01460245
66274,비즈피어,01073225
66275,성산산업,01461800
66276,화랑이엔씨,01472806
66277,세일로,01450682
66278,농업회사법인우포월드,00619066
66279,호남식품,00165422
66280,정우정공,00863056
66281,근화이앤씨,01375992
66282,닥터스텍,01432561
66283,비디파트너스,01151718
66284,가이아,01372038
66285,피투피시스템즈,01077425
66286,승일실업,00256195
66287,삼풍전선공업,00418403
66288,동익건설,00118150
66289,삼정기업,00175182
66290,상명건설,01015081
66291,쎄믹스,00786492
66292,네패스이앤씨,00530820
66293,고덕씨티,01305090
66294,유니젠,01230778
66295,신도테크노,00231770
66296,양산투자개발,01223477
66297,신나시스,01226447
66298,라이언인터내셔널,01322112
66299,에스알,01085196
66300,에스지개발,01380046
66301,볼보자동차코리아,00372697
66302,한양기초개발,01413706
66303,코오롱데크컴퍼지트,00484433
66304,태창공영,01078752
66305,삼정이알케이,01134942
66306,이앤씨,00941451
66307,자인엠,01097599
66308,나노마이크로텍,01158438
66309,피티씨,00675673
66310,제이에이치관광개발,00928195
66311,코센,00684431
66312,일동후디스,00107525
66313,아이엠아이,00578884
66314,나이스신용평가,00648466
66315,신우팜,01474716
66316,케이티팝스,01470534
66317,비엔엠홀딩스,00972798
66318,NEW,00974927
66319,선진모터스,01064111
66320,현죽개발,00201496
66321,뉴앤뉴,00966751
66322,신흥제이앤피,01477333
66323,프로이덴버그바이린필트레이션테크놀로지코리아,00862215
66324,아폴로,01477564
66325,민주이엔씨,01477014
66326,쿠어스텍코리아,01466018
66327,삼양홀딩스,00126937
66328,끌렘,01393925
66329,삼양사,00896285
66330,에이렘,01475803
66331,흥양산업,00357078
66332,윤재,01091559
66333,화인주택개발,01331785
66334,디프로매트,00366401
66335,삼영잉크페인트제조,00127194
66336,신진종합개발,01404090
66337,코리아에어텍,00562962
66338,덕지산업,00617721
66339,농업회사법인제주하르방축산유통,01386882
66340,제주로지스틱스,01375895
66341,대산화스너,00970356
66342,삼익,00891305
66343,렉셈,00142148
66344,라온산업개발,00449713
66345,바세라,01229198
66346,동원산업개발,01400447
66347,마켓비,01104206
66348,우신시스템,00142883
66349,에프엠산업개발,01400438
66350,한국오지케이,00171353
66351,씨에이치엠서비스,01322273
66352,에버캄도시개발,00492849
66353,중일산업개발,00659666
66354,영창기업,01293041
66355,모트렉스,00876908
66356,유플러스아이티,01291706
66357,아이피디,00244367
66358,라이브저축은행,00125840
66359,부래당,00123824
66360,바이크코리아,01375220
66361,디지티,00655165
66362,수성특장,00486547
66363,경도화학공업,00101451
66364,라온종합건설,01019069
66365,정인철강,01030257
66366,성곤무역,01145115
66367,제이아이테크,01367586
66368,효성어묵,01216316
66369,포나인,00865346
66370,부영주택,00805201
66371,대아울릉리조트,00533669
66372,경북교육개발,00768353
66373,에스와이텍,01412770
66374,제우스유화공업,00677361
66375,제주팜이십일,01045037
66376,성도,01138610
66377,호룡,00483559
66378,유창하이테크,00962667
66379,현대글로벌서비스,01194689
66380,대아상호저축은행,00111892
66381,더가든오브내추럴솔루션,01085895
66382,연세종합건설,00672700
66383,마상소프트,01140545
66384,남해주택건설,00568647
66385,더파크종합건설,01227729
66386,큐에스원,01003271
66387,대현철강,00547723
66388,새한신용정보,01259922
66389,농업회사법인다원팜,01252053
66390,아림환경,01231166
66391,세진이앤드티,00624606
66392,경향신문사,00102399
66393,와이피피,00484220
66394,심팩주물,01279485
66395,미스터블루,01047840
66396,펜타디앤씨,00913944
66397,유니테크,00609430
66398,창광실업,01103960
66399,광해리더스,00566287
