기업명,관리종목여부,년도,유동자산,현금및현금성자산,재고자산,매출채권,기타유동자산,비유동자산,유형자산,무형자산,투자부동산,기타비유동자산,자산총계,유동부채,매입채무,기타유동부채,비유동부채,부채총계,자본금,이익잉여금,기타자본구성요소,자본총계,부채와자본총계,매출액,매출원가,매출총이익(손실),판매비와관리비,영업이익(손실),금융수익,금융비용,법인세차감전순이익(손실),법인세비용,당기순이익(손실),총포괄손익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,현금및현금성자산의순증가,기초현금및현금성자산,기말현금및현금성자산
케이씨씨,N,2015,1644440000000,313072000000,446985000000,712743000000,,6746640000000,2406500000000,12629395603,443022000000,,8391080000000,1334960000000,204105000000,,1340140000000,2675100000000,56434870000,4135910000000,,5715980000000,8391080000000,3067640000000,2316250000000,751388000000,494584000000,256804000000,177175000000,-200833000000,214530000000,57512435336,157017000000,-305849000000,227095000000,-850858000000,470342000000,-153422000000,462184000000,313072000000
케이씨씨,N,2016,1890610000000,507291000000,427420000000,759542000000,,6970800000000,2443590000000,11812135718,500282000000,,8861410000000,1624400000000,228823000000,,1428330000000,3052730000000,56434870000,4195080000000,,5808680000000,8861410000000,3152300000000,2358200000000,794103000000,518330000000,275773000000,85081424559,-97966888047,192203000000,59898354391,132305000000,181198000000,384355000000,-404017000000,202169000000,182507000000,313072000000,507291000000
케이씨씨,N,2017,1994910000000,347248000000,434539000000,824821000000,,7212430000000,2624280000000,11282067690,501544000000,,9207340000000,2524000000000,554920000000,,973992000000,3498000000000,56434870000,5249830000000,,5709340000000,9207340000000,3426490000000,2640470000000,786027000000,509775000000,276252000000,287747000000,430534000000,8623361239,35653022637,-27029661398,-8547531368,382838000000,-672970000000,142114000000,-148018000000,507291000000,347248000000
케이씨씨,N,2018,2282400000000,247935000000,491880000000,679272000000,,6377180000000,2589150000000,11837943821,502982000000,,8659580000000,1362940000000,231693000000,,1702080000000,3065030000000,56434870000,5135050000000,,5594550000000,8659580000000,3347340000000,2613940000000,733394000000,504770000000,228624000000,315670000000,561816000000,-11188109201,10741517762,-21929626963,-26156615388,496760000000,-65506105336,-526380000000,-95125769085,347248000000,247935000000
케이씨씨,N,2019,1667700000000,123099000000,374852000000,485611000000,,6400080000000,2118120000000,7776600943,490855000000,,9199570000000,2850330000000,174902000000,,1647140000000,4760350000000,56434870000,4926290000000,,4439220000000,9199570000000,2396600000000,1835600000000,561001000000,421520000000,139481000000,182027000000,192837000000,-90803543554,29567235359,-119231000000,-120257000000,252627000000,-700427000000,575180000000,127381000000,247935000000,123099000000
OCI,N,2015,1264220000000,200733000000,297326000000,559324000000,,3965580000000,2438590000000,13496530000,39944910000,,5229790000000,755351000000,290550000000,,1648570000000,2403920000000,127246855,1873970000000,,2825880000000,5229790000000,2174600000000,2101960000000,72633572000,156803000000,-84168987000,121958000000,-151496000000,-204351305,,-191075000000,-202515000000,15729573000,-217949000000,93898062000,-108321000000,309054000000,200733000000
OCI,N,2016,1302890000000,135552000000,214897000000,761038000000,,3856210000000,2094670000000,9889813000,41081487000,,5159100000000,1038940000000,266568000000,,948981000000,1987920000000,127246855,2222820000000,,3171180000000,5159100000000,2245310000000,1995220000000,250093000000,129779000000,120314000000,209295000000,-151029000000,239377089,-108248000000,347625000000,345302000000,271790000000,-19713536000,-317257000000,-65180866000,200733000000,135552000000
OCI,N,2017,1427330000000,565127000000,213853000000,489182000000,,3840990000000,1952460000000,12152129000,39549450000,,5268310000000,988760000000,354948000000,,952621000000,1941380000000,127246855,2376970000000,,3326933858,5268310000000,2494390000000,2089570000000,404819000000,145646000000,259173000000,123515000000,161774000000,226685000000,57788623000,168896000000,165295000000,529012000000,-27160497000,-71710552000,429575000000,135552000000,565127000000
OCI,N,2018,1329560000000,338974000000,367042000000,356475000000,,3428250000000,1818520000000,14235737000,37145436000,,4757820000000,773867000000,286754000000,,638527000000,1412390000000,127246855,2395540000000,,3345425716,4757820000000,2276330000000,2007380000000,268951000000,140846000000,128105000000,75903140000,101681000000,81224627000,10500387000,70724240000,64998131000,575577000000,-323272000000,-478458000000,-226153000000,565127000000,338974000000
OCI,N,2019,1020690000000,149600000000,298744000000,307440000000,,2775980000000,913375000000,15455057000,30110686000,,3796680000000,645108000000,246664000000,,553714000000,1198820000000,127246855,1647970000000,,2597855212,3796680000000,1766570000000,1772100000000,-5527918000,136849000000,-142377000000,68583441000,85999686000,-933997000000,-216402000000,-717595000000,-727299000000,2708741000,-132769000000,-59313309000,-189374000000,338974000000,149600000000
SKC,N,2015,388684000000,1771444825,138948000000,205187000000,,2246580000000,1251890000000,19403757523,107653000000,,2635260000000,403784000000,72273748722,,726399000000,1130180000000,183986000000,1167550000000,,1505080000000,2635260000000,1616230000000,1239870000000,376355000000,174096000000,202259000000,37313307910,-13840726073,366024000000,115544000000,250480000000,242396000000,173072000000,-142367000000,-32469067298,-1763967811,3551690862,1771444825
SKC,N,2016,387494000000,21452392597,124750000000,201738000000,,2307900000000,1231120000000,22804609174,117495000000,,2695400000000,393135000000,102550000000,,759653000000,1152790000000,187673000000,1229400000000,,1542610000000,2695400000000,1380830000000,1112050000000,268783000000,170971000000,97812264312,18867340197,-31083620800,121261000000,33523033791,87738459947,89490257615,162776000000,-73685003397,-69407414135,19683651275,1771444825,21452392597
SKC,N,2017,317932000000,15528318689,129232000000,144300000000,,2372990000000,1205300000000,27780412875,114516000000,,2690930000000,490555000000,106706000000,,661616000000,1152170000000,187673000000,1245990000000,,1538760000000,2690930000000,1403470000000,1126490000000,276980000000,137731000000,139249000000,12666985824,37024522042,80648410573,42729964722,37918445851,41733562103,204710000000,-167282000000,-43347122540,-5919255241,21452392597,15528318689
SKC,N,2018,333398000000,21196661377,153878000000,133629000000,,2430810000000,1188010000000,39287457025,121856000000,,2764200000000,394822000000,95069945368,,820876000000,1215700000000,187673000000,1262870000000,,1548510000000,2764200000000,1415180000000,1151370000000,263810000000,138619000000,125191000000,7592188018,-25899650025,73731095441,25235301635,48495793806,41149842412,177488000000,-137176000000,-34648242270,5664423674,15528318689,21196661377
SKC,N,2019,378435000000,8784966114,148290000000,142700000000,,2455090000000,1230420000000,54128246410,101914000000,,2833520000000,521936000000,127200000000,,780635000000,1302570000000,187673000000,1245080000000,,1530950000000,2833520000000,1229900000000,1046400000000,183502000000,141517000000,41985827871,12959230535,-27305671309,18561447726,4545182357,14016265369,17642346070,56227105579,-135463000000,66813874805,-12421803418,21196661377,8784966114
SPC삼립,N,2015,117472000000,4670726639,8555714821,100683000000,,266255000000,159890000000,3260059223,43585964526,,383727000000,168856000000,106172000000,,16274259256,185130000000,43145045000,144255000000,,198597000000,383727000000,985825000000,749470000000,24744943806,0,24744943806,227063606,1882367007,22662493780,6668926774,15993567006,14088777496,31394897786,-17989360740,-15298926190,-1893389144,6564179281,4670726639
SPC삼립,N,2016,133575000000,2659431379,9283771256,110861000000,,286670000000,169011000000,2734558425,41650578153,,420245000000,187263000000,116781000000,,22497921750,209761000000,43145045000,160536000000,,210484000000,420245000000,1053610000000,789415000000,29084128383,0,29084128383,155743390,1484724359,28190413232,6072572827,22117840405,21180730393,27275536529,-43299229720,14000693200,-2022999991,4670726639,2659431379
SPC삼립,N,2017,144939000000,3155342961,10679075131,112984000000,,304137000000,158199000000,2178962711,60235549551,,449076000000,215731000000,112588000000,,42000000000,257731000000,43145045000,186116000000,,191345000000,449076000000,1010120000000,743638000000,28676739397,0,28676739397,10285612127,2518458987,36870527575,6090905286,30779622289,30943541728,45834799029,-49014978178,3717219004,537039855,2659431379,3155342961
SPC삼립,N,2018,179416000000,4088760406,57187220914,114714000000,,414745000000,309924000000,12185719538,34594920535,,594161000000,277212000000,120637000000,,24598145227,301810000000,43145045000,273986000000,,292351000000,594161000000,1016330000000,770963000000,41718024387,0,41718024387,307460538,3653300326,35707707297,7322217620,28385489677,28775490503,64853689608,-35854262492,-28195727782,803699334,3155342961,4088760406
SPC삼립,N,2019,219127000000,6684586482,62738671283,125560000000,,735635000000,653225000000,11563224974,29884361703,,954762000000,297978000000,142431000000,,340569000000,638547000000,43145045000,297850000000,,316215000000,954762000000,1186840000000,903963000000,47889158619,0,47889158619,1009220311,6409287551,38099462532,5532115092,32567347440,29228285818,73669452886,-67004641278,-4040929836,2623881772,4088760406,6684586482
현대로템,N,2015,3225800000000,212720000000,204292000000,571175000000,,1369940000000,1007650000000,158366000000,12699083000,,4595730000000,1812280000000,432582000000,,1442120000000,3254390000000,425000000,507949000000,,1341340000000,4595730000000,3073340000000,3113360000000,-40018802000,170614000000,-210633000000,10312349000,78569804000,-302006000000,6283188000,-308289000000,-302599000000,-634260000000,-23380653000,765916000000,108275000000,105283000000,212720000000
현대로템,N,2016,2702970000000,539331000000,131918000000,427042000000,,1301390000000,912193000000,143785000000,11736610000,,4004360000000,1469640000000,350068000000,,1173630000000,2643270000000,425000000,527699000000,,1361090000000,4004360000000,2699530000000,2441430000000,258098000000,171835000000,86263187000,29387237000,79495694000,5098382000,-5265882000,10364264000,19750347000,620295000000,60457497000,-352304000000,328448000000,212720000000,539331000000
현대로템,N,2017,2487090000000,415800000000,143031000000,490232000000,,1218960000000,869018000000,139249000000,11736610000,,3706050000000,1220700000000,317201000000,,1163510000000,2384210000000,425000000,488447000000,,1321840000000,3706050000000,2341020000000,2193040000000,147980000000,124782000000,23197951000,28702344000,57509517000,-39450308000,-905348000,-40355656000,-39252421000,196995000000,31255105000,-351199000000,-122949271,539331000000,415800000000
현대로템,N,2018,2551590000000,346913000000,196405000000,425616000000,,1189860000000,863612000000,117533000000,11736610000,,3741450000000,1634300000000,330784000000,,1059720000000,2694020000000,425000000,216918000000,,1047430000000,3741450000000,2147590000000,2174140000000,-26551563000,197431000000,-223982000000,15869234000,45403580000,-282738000000,-8674445000,-274064000000,-271085000000,-72759593000,-32968790000,37100596000,-68627787,415800000000,346913000000
현대로템,N,2019,2574250000000,348215000000,249574000000,373018000000,,1185770000000,849738000000,92663360000,11736610000,,3760020000000,2181200000000,320275000000,,822391000000,3003590000000,425000000,-224529000000,,756433000000,3760020000000,2229840000000,2339250000000,-109410000000,252973000000,-362383000000,19555114000,47736223000,-417205000000,7671386000,-424876000000,-441318000000,-244467000000,-15585202000,262397000000,2344403000,346913000000,348215000000
풍산,N,2015,922747000000,13547280543,488328000000,403044000000,,1409040000000,973048000000,15613974029,114821000000,,2331790000000,671737000000,64903325139,,472982000000,1144720000000,140121000000,552264000000,,1187070000000,2331790000000,2040820000000,1842980000000,197840000000,83908444809,113931000000,5926211886,36181722715,102149000000,23936707076,78212477528,78868176438,313955000000,-119984000000,-185941000000,8030062898,5517217645,13547280543
풍산,N,2016,963350000000,7100072071,482978000000,446397000000,,1380030000000,984316000000,14625110238,113204000000,,2343380000000,667515000000,79907342949,,441058000000,1108570000000,140121000000,587154000000,,1234810000000,2343380000000,2034460000000,1761470000000,272990000000,103439000000,169550000000,6276668036,29640506821,175375000000,37668860868,137707000000,155343000000,180443000000,-110335000000,-76555259812,-6447208472,13547280543,7100072071
풍산,N,2017,1054000000000,5297984880,575390000000,448686000000,,1395950000000,980338000000,20915565045,111586000000,,2449950000000,776542000000,134266000000,,366354000000,1142900000000,140121000000,682865000000,,1307060000000,2449950000000,2257260000000,1946940000000,310321000000,122705000000,187616000000,3689604429,23923290883,199457000000,50922476401,148534000000,91856861844,106087000000,-70971355782,-36917478377,-1802087191,7100072071,5297984880
풍산,N,2018,1000650000000,6287743027,597028000000,372964000000,,1393020000000,973352000000,18126926764,109969000000,,2393670000000,638436000000,84575532864,,378009000000,1016450000000,140121000000,742700000000,,1377220000000,2393670000000,2162550000000,1945450000000,217100000000,110431000000,106669000000,176159800,24397786783,86816949406,24825415878,61991533528,96184379116,77620686541,-67866818829,-8764109565,989758147,5297984880,6287743027
풍산,N,2019,880089000000,15084040188,526903000000,311471000000,,1397190000000,955363000000,15516734982,108352000000,,2277280000000,572822000000,44496671545,,325190000000,898012000000,140121000000,730065000000,,1379270000000,2277280000000,1880760000000,1730800000000,149963000000,101282000000,48680787906,158039657,27364477909,24690376649,9579096887,15111279762,18849849977,179682000000,-50323104694,-120562000000,8796297161,6287743027,15084040188
롯데칠성음료,N,2015,852724000000,169804000000,217640000000,232679000000,,3390910000000,1796140000000,259736000000,173312000000,,4243630000000,747825000000,326622000000,,1137800000000,1885630000000,6786015000,1917840000000,,2358000000000,4243630000000,2194880000000,1256050000000,938829000000,791787000000,147042000000,21156981520,32078243958,123587000000,37092999798,86494327864,75239348127,271802000000,-306798000000,151080000000,116084000000,53720600988,169804000000
롯데칠성음료,N,2016,957370000000,292608000000,223066000000,245668000000,,3510730000000,2049930000000,241767000000,169874000000,,4468100000000,1111870000000,334680000000,,1042920000000,2154790000000,6786015000,1913460000000,,2313310000000,4468100000000,2264210000000,1279750000000,984457000000,838275000000,146182000000,15904665634,30178718155,49242057704,39852615827,9389441877,-31525634483,174975000000,-318981000000,266809000000,122803000000,169804000000,292608000000
롯데칠성음료,N,2017,751027000000,152349000000,238420000000,267226000000,,2680700000000,2234930000000,100415000000,152824000000,,3431730000000,863848000000,424280000000,,1288770000000,2152610000000,4384385000,2057350000000,,1279110000000,3431730000000,2279280000000,1341530000000,937753000000,863186000000,74566486849,23662255809,56745291018,171795000000,20215823473,151579000000,-192546000000,131659000000,-144717000000,-126711000000,-139769000000,292608000000,152349000000
롯데칠성음료,N,2018,670445000000,96893804295,248250000000,262695000000,,2531310000000,2107070000000,75824018942,146717000000,,3201760000000,646367000000,327594000000,,1363430000000,2009800000000,4384385000,1987380000000,,1191960000000,3201760000000,2323270000000,1401000000000,922277000000,831879000000,87559706786,3341919507,42790839266,-73584298622,-19016197879,-54568100743,-60054904504,81491519151,-139289000000,2342282282,-55455606523,152349000000,96893804295
롯데칠성음료,N,2019,770942000000,197757000000,263998000000,253012000000,,2413640000000,1952560000000,56128451015,136767000000,,3184580000000,906481000000,265136000000,,1069020000000,1975500000000,4384385000,1842670000000,,1209080000000,3184580000000,2343170000000,1382300000000,960872000000,847463000000,108950000000,3189248755,36534888073,-104597000000,7696381018,-112294000000,-105325000000,137808000000,-161608000000,124664000000,100864000000,96893804295,197757000000
KG동부제철,N,2015,471510000000,4185237369,156306000000,301984000000,,2004250000000,1017060000000,3961037004,,,2475760000000,648014000000,407953000000,,1800200000000,2448210000000,158209000000,-467445000000,,27545425103,2475760000000,1604040000000,1418100000000,185948000000,109904000000,76043998612,103333000000,200393000000,-24628631875,792758319,-25421390194,-27904492695,-20325846678,228693000000,-214266000000,-5899241799,10084479168,4185237369
KG동부제철,N,2016,509564000000,51444678688,151451000000,292183000000,,1901070000000,942554000000,3679041112,,,2410630000000,614468000000,424171000000,,1659210000000,2273680000000,180802000000,-555791000000,,136954000000,2410630000000,1542880000000,1342320000000,200562000000,106491000000,94071362973,32350916960,207633000000,-88429236512,381648228,-88810884740,-90006293583,257644000000,-3386723752,-206997000000,47259441319,4185237369,51444678688
KG동부제철,N,2017,528047000000,67125895705,169047000000,273356000000,,1795840000000,873641000000,3774736456,,,2323880000000,2030400000000,453280000000,,135869000000,2166270000000,180802000000,-707177000000,,157610000000,2323880000000,1733420000000,1632550000000,100876000000,132879000000,-32003466805,54515529404,148657000000,-147400000000,983665279,-148383000000,-151464000000,134321000000,-3183103540,-115456000000,15681217017,51444678688,67125895705
KG동부제철,N,2018,540818000000,32476801250,183849000000,274402000000,,1567800000000,786799000000,3974191830,,,2108620000000,633096000000,477862000000,,1460320000000,2093420000000,191968000000,-877119000000,,15202795871,2108620000000,1750900000000,1682030000000,68870676828,73829798597,-4959121769,157246000000,151108000000,-63208899624,854356160,-64063255784,-66739296980,-5818807481,-9965788784,-18864498190,-34649094455,67125895705,32476801250
KG동부제철,N,2019,462526000000,16177887425,169813000000,242912000000,,1583390000000,752092000000,2718556519,,,2045910000000,345989000000,175729000000,,797876000000,1143860000000,555311000000,-908619000000,,902047000000,2045910000000,1688470000000,1593630000000,94839809727,74376531102,20463278625,77174203488,126395000000,-30657496159,203863820,-30861359979,-31499908638,-163381000000,-60322068116,207404000000,-16298913825,32476801250,16177887425
영원무역,N,2015,453312000000,227402000000,31781596438,161432000000,,904773000000,183642000000,2415344997,49389515467,,1358080000000,301590000000,251673000000,,250669000000,552259000000,22155734000,290515000000,,805825000000,1358080000000,1134900000000,973979000000,160926000000,78178069610,82747887242,3227769692,5529253693,74476257855,19076163843,55400094012,95328222433,125117000000,-119016000000,116428000000,122529000000,102143000000,227402000000
영원무역,N,2016,426832000000,196619000000,18138068883,167613000000,,991678000000,189607000000,2149120653,48657778929,,1418510000000,391182000000,284609000000,,186401000000,577583000000,22155734000,347265000000,,840927000000,1418510000000,1212010000000,1038960000000,173057000000,76824344848,96232778613,4069466805,5812311961,88531461369,22919612932,65611848437,56959544587,111307000000,-114025000000,-32511906264,-35229585796,227402000000,196619000000
영원무역,N,2017,373424000000,174363000000,21367843710,142300000000,,1040260000000,162340000000,2037223497,94258520248,,1413680000000,346526000000,268706000000,,159846000000,506372000000,22155734000,382288000000,,907312000000,1413680000000,1238000000000,1064910000000,173086000000,78329508751,94756428657,4513915289,5412001639,71221394917,25207573796,46013821121,80313924566,96095010599,-29044404312,-84174455571,-22256225419,196619000000,174363000000
영원무역,N,2018,361061000000,159182000000,32381566210,125568000000,,1281550000000,169599000000,1773431940,93156450085,,1642610000000,334330000000,256295000000,,192159000000,526489000000,22155734000,410941000000,,1116120000000,1642610000000,1162760000000,991236000000,171520000000,76308348608,95211616261,14391420449,4893653667,76510955901,34698118445,41812837456,221966000000,73539710724,-40801845048,-48217294667,-15181235667,174363000000,159182000000
영원무역,N,2019,448333000000,199618000000,26923218028,155639000000,,1390810000000,102273000000,1452767782,164401000000,,1839140000000,379588000000,241438000000,,170874000000,550462000000,22155734000,462389000000,,1288680000000,1839140000000,1358280000000,1171610000000,186666000000,67514502603,119152000000,7644816407,5006678758,99713160452,32911250739,66801909713,187913000000,59837965027,16476091537,-33458103508,40436176653,159182000000,199618000000
금호타이어,N,2015,1051090000000,80531659991,192469000000,652647000000,,2271500000000,1211450000000,12732966967,4798338300,,3322590000000,1336450000000,187618000000,,620606000000,1957060000000,789966000000,368354000000,,1365530000000,3322590000000,2396370000000,2011090000000,385281000000,346153000000,39128626793,19706391089,59851400370,-52876690404,6589711416,-46286978988,-49338043917,62922085410,-16806583907,-38783671720,7331829783,69627251462,80531659991
금호타이어,N,2016,1056450000000,72789426831,170286000000,668732000000,,2323170000000,1198410000000,7417286753,4763610991,,3379630000000,1355130000000,207269000000,,640812000000,1995940000000,789966000000,386604000000,,1383690000000,3379630000000,2353870000000,1905210000000,448666000000,354661000000,94004199118,16156049464,58414598413,31337271681,-18263551077,13073720604,18154781235,258323000000,-235540000000,-29336200174,-6553580596,80531659991,72789426831
금호타이어,N,2017,1090020000000,103509000000,179005000000,632788000000,,2126700000000,1178850000000,4563340460,4728883682,,3216710000000,1566620000000,220480000000,,508176000000,2074790000000,789966000000,144836000000,,1141920000000,3216710000000,2177800000000,1971390000000,206414000000,349428000000,-143014000000,22659498848,-73007056361,-276723000000,31431526936,-245291000000,-241767000000,-7264341671,8065369068,32334417239,33135444636,72789426831,103509000000
금호타이어,N,2018,988285000000,179359000000,168056000000,418939000000,,1976140000000,1110400000000,3482384902,4694156372,,2977570000000,638605000000,187512000000,,1140850000000,1779460000000,1436300000000,-442099000000,,1198120000000,2977570000000,1881270000000,1672180000000,209091000000,241967000000,-32875264490,71381848928,-214835000000,-610872000000,-4500819664,-606371000000,-586102000000,120354000000,-416500000000,371100000000,74953903829,103509000000,179359000000
금호타이어,N,2019,740430000000,66312069870,163717000000,431980000000,,2134330000000,1050420000000,2530806449,17562629224,,2874760000000,556696000000,163172000000,,1150060000000,1706760000000,1436300000000,-472218000000,,1168000000000,2874760000000,1820850000000,1470980000000,349870000000,270189000000,79681467677,8699727276,-44529810215,-8700167154,4863469930,-13563637084,-28878189294,99881977148,-151526000000,-61763611878,-113408000000,179359000000,66312069870
오뚜기,N,2015,535545000000,154336000000,117174000000,259971000000,,695317000000,526053000000,7915967412,20342902353,,1230860000000,333841000000,256591000000,,117459000000,451301000000,17200000000,760251000000,,779561000000,1230860000000,1829760000000,1399210000000,430549000000,311877000000,118672000000,7474988572,2963705206,122922000000,28917620570,94004046732,87399858297,107208000000,-77433276326,-33893084921,-4118050785,158328000000,154336000000
오뚜기,N,2016,593486000000,126626000000,131422000000,331436000000,,749262000000,559898000000,7553249415,19439260938,,1342750000000,368916000000,282180000000,,105334000000,474250000000,17200000000,856972000000,,868498000000,1342750000000,1959100000000,1502210000000,456894000000,331035000000,125860000000,9275974176,2456840720,155120000000,35458043156,119662000000,114426000000,127024000000,-120350000000,-34426570924,-27752754253,154336000000,126626000000
오뚜기,N,2017,595973000000,103839000000,132437000000,161404000000,,809828000000,593762000000,9190988132,10235067619,,1405800000000,397324000000,269325000000,,43089478771,440413000000,17200000000,954197000000,,965388000000,1405800000000,2050190000000,1580550000000,469642000000,340169000000,129473000000,10048588926,2580616923,142051000000,37882268136,104168000000,114214000000,89852337567,-67177006965,-43869738681,-21194408079,126626000000,103839000000
오뚜기,N,2018,656668000000,103314000000,135168000000,148594000000,,997789000000,639907000000,18927434211,8065594599,,1654460000000,406246000000,293863000000,,149130000000,555376000000,18026185000,1069690000000,,1099080000000,1654460000000,2097130000000,1657090000000,440043000000,303745000000,136298000000,12250223501,2568812110,174318000000,-34891416080,139427000000,138811000000,163312000000,-172456000000,8629529575,-514955297,103839000000,103314000000
오뚜기,N,2019,513515000000,100493000000,127777000000,149454000000,,1187570000000,828166000000,17427182397,7936152675,,1701080000000,410820000000,303721000000,,127757000000,538577000000,18026185000,1133280000000,,1162500000000,1701080000000,2108630000000,1672320000000,436307000000,310201000000,126105000000,12687756622,4111845446,124846000000,28857352436,95988847307,88865906958,142864000000,-79781076983,-65701004224,-2618510087,103314000000,100493000000
엘에스일렉트릭,N,2015,1096540000000,227255000000,77812795086,395318000000,,1011380000000,517278000000,128275000000,,,2107930000000,518885000000,164421000000,,614401000000,1133290000000,150000000000,850318000000,,974639000000,2107930000000,1753120000000,1381510000000,371608000000,223731000000,147877000000,5510638508,24528575245,104417000000,22328343690,69452478234,56860713223,120797000000,-96487638445,-57778161348,-33469166573,260787000000,227255000000
엘에스일렉트릭,N,2016,1092400000000,262739000000,75954396636,422240000000,,1002950000000,493001000000,121420000000,,,2095350000000,579426000000,177467000000,,510887000000,1090310000000,150000000000,880581000000,,1005040000000,2095350000000,1712380000000,1380940000000,331438000000,234045000000,97392378592,7719991173,21245226728,74885681227,16404112126,57881723144,59724863646,225731000000,-100098000000,-91185317606,34447486528,227255000000,262739000000
엘에스일렉트릭,N,2017,1105510000000,196906000000,87178891110,417955000000,,981400000000,467398000000,108165000000,,,2086910000000,551780000000,167908000000,,454233000000,1006010000000,150000000000,956441000000,,1080900000000,2086910000000,1807450000000,1436060000000,371394000000,228333000000,143061000000,7609913582,17354423608,123543000000,28871399772,94808191638,99321552951,130300000000,-140572000000,-50294401665,-60566806432,262739000000,196906000000
엘에스일렉트릭,N,2018,1188560000000,359517000000,108601000000,395827000000,,1023230000000,445961000000,106336000000,,,2211790000000,588575000000,166318000000,,404410000000,992985000000,150000000000,1101880000000,,1218800000000,2211790000000,1905120000000,1506030000000,399090000000,224284000000,174806000000,15761308295,14912471923,157426000000,35423870555,119394000000,116518000000,172516000000,70690030800,-83345416914,159860000000,196906000000,359517000000
엘에스일렉트릭,N,2019,1326670000000,435748000000,99214189994,403095000000,,1001870000000,432517000000,102620000000,,,2328540000000,626906000000,204449000000,,414255000000,1041160000000,150000000000,1170550000000,,1287380000000,2328540000000,1810060000000,1422300000000,387763000000,233080000000,154683000000,40340650663,14192584934,147572000000,36819880146,109361000000,103767000000,171730000000,-56666200792,-37842922402,77220811699,359517000000,435748000000
농심,N,2015,839094000000,125384000000,133904000000,157388000000,,1418380000000,820531000000,15243960543,178128000000,,2257470000000,541129000000,264154000000,,86875714537,628005000000,30413210000,1550780000000,,1629470000000,2257470000000,1878670000000,1330950000000,547714000000,442414000000,105300000000,13601552425,9065282060,148326000000,33142317171,115183000000,114914000000,186427000000,-103623000000,1123371150,83927060054,41457186698,125384000000
농심,N,2016,869642000000,117753000000,124483000000,165436000000,,1460460000000,792242000000,20065303006,175699000000,,2330100000000,463490000000,254056000000,,75003153335,538494000000,30413210000,1713470000000,,1791600000000,2330100000000,1862190000000,1318590000000,543598000000,474501000000,69096840283,18014874860,8365719409,221522000000,27278260524,194244000000,185269000000,209520000000,-143694000000,-73462635590,-7631165533,125384000000,117753000000
농심,N,2017,790610000000,86593447643,124994000000,164644000000,,1526770000000,800948000000,19926607484,171334000000,,2317380000000,410759000000,213875000000,,59442835893,470202000000,30413210000,1769740000000,,1847180000000,2317380000000,1855360000000,1285160000000,570209000000,494147000000,76061851024,17220635396,6720360017,106375000000,25988021513,80387195659,78701957260,83178233433,-57163012131,-57174066030,-31159633576,117753000000,86593447643
농심,N,2018,877680000000,98050905577,148760000000,158615000000,,1529020000000,807593000000,19943436356,174511000000,,2406700000000,456701000000,212590000000,,55648453014,512349000000,30413210000,1815620000000,,1894350000000,2406700000000,1857810000000,1362000000000,495812000000,428869000000,66943481460,15399874057,4490090737,100177000000,24511874266,75665003531,70305931840,105931000000,-95778183556,1308548000,11457457934,86593447643,98050905577
농심,N,2019,750894000000,111713000000,148860000000,163836000000,,1746050000000,843924000000,19777486428,195635000000,,2496940000000,516795000000,226275000000,,63760193074,580555000000,30413210000,1836790000000,,1916390000000,2496940000000,1905690000000,1409080000000,496610000000,447263000000,49347259096,20153970396,9771404566,81776717618,25505012569,56271705049,45164291622,133040000000,-137673000000,18317881319,13661605282,98050905577,111713000000
계룡건설산업,N,2015,536501000000,70391241261,84771215283,154626000000,,447147000000,33629528417,4438458671,56688353967,,983648000000,625990000000,235061000000,,108406000000,734396000000,44654535000,194317000000,,249253000000,983648000000,1124410000000,1051760000000,72651341485,43372214988,29279126497,2659523469,16035214686,12366047816,2087234248,10278813568,10769788398,66518610207,-8364195691,-51262776353,6891638163,63446436542,70391241261
계룡건설산업,N,2016,671945000000,151305000000,99234528293,212658000000,,475985000000,32693541928,4216822307,53843667199,,1147930000000,779998000000,310180000000,,102850000000,882847000000,44654535000,209820000000,,265082000000,1147930000000,1418300000000,1314740000000,103563000000,42612164865,60951089945,2294324726,14652736023,32159607355,14620371794,17539235561,15829415210,88725027113,-19664121147,11816638462,80877544428,70391241261,151305000000
계룡건설산업,N,2017,683432000000,108675000000,203086000000,195826000000,,532375000000,34054640537,3538510307,50672086089,,1215810000000,714728000000,270250000000,,194059000000,908787000000,44654535000,251373000000,,307019000000,1215810000000,1481460000000,1337880000000,143580000000,64892051798,78688035235,3390046980,14261616968,62860179614,18448680092,44411499522,41937527507,-27648506126,-63400407339,48792059144,-42630012004,151305000000,108675000000
계룡건설산업,N,2018,726632000000,216936000000,220042000000,202132000000,,593494000000,33265499277,3660510307,96414423550,,1320130000000,745061000000,647855000000,,237196000000,982257000000,44654535000,286060000000,,337869000000,1320130000000,1533430000000,1375490000000,157940000000,58524231630,99416014993,3555887924,15597949507,85908440161,22115511775,63792928386,59322699968,138741000000,-7011706420,-23702209433,108027000000,108675000000,216936000000
계룡건설산업,N,2019,921813000000,223333000000,328962000000,227244000000,,612864000000,32574319276,3182510307,70617518298,,1534680000000,877750000000,786925000000,,244756000000,1122510000000,44654535000,360247000000,,412171000000,1534680000000,1649390000000,1480460000000,168934000000,52011089321,116922000000,11010446580,13400325712,107506000000,24428513670,83077813090,78730835838,-80695150336,-37822329030,125192000000,6674079752,216936000000,223333000000
